,Bedrooms,Bathrooms,Total interior livable area,Elementary School Score,Middle School Score,High School Score,Tax assessed value,Annual tax amount,Listed Price,City
27145,3,1.0,962.0,5.0,3.0,3.0,374543.0,6519.0,449994.0,Compton
27148,2,2.0,1231.0,6.0,3.0,6.0,985011.0,12038.0,1099000.0,Los Angeles
27149,3,2.0,1140.0,6.0,6.0,7.0,912638.0,11443.0,1274900.0,San Mateo
27154,4,3.0,2120.0,9.0,7.0,7.0,1045126.0,11534.0,2188000.0,San Mateo
27155,4,2.0,2073.0,8.0,8.0,8.0,965585.0,14970.0,1295000.0,Fairfax
27157,4,2.0,1295.0,4.0,5.0,6.0,60995.0,870.0,1060000.0,Santa Clara
27159,3,2.0,1840.0,6.0,7.0,7.0,872632.0,10035.0,799000.0,San Mateo
27161,5,3.0,2800.0,8.0,7.0,7.0,623973.0,7826.0,2299000.0,Los Angeles
27164,2,1.0,870.0,2.0,6.0,7.0,822706.0,10685.0,1100000.0,San Mateo
27166,3,2.0,1574.0,7.0,6.0,7.0,71344.0,904.0,1348888.0,Santa Clara
27175,7,8.0,7728.0,9.0,6.0,6.0,9065503.0,109671.0,9500000.0,Beverly Hills
27176,4,3.0,3079.0,9.0,9.0,10.0,1975557.0,24402.0,2798000.0,Saratoga
27177,4,6.0,2862.0,9.0,3.0,7.0,1688971.0,21129.0,2995000.0,Los Angeles
27179,5,4.0,2823.0,8.0,6.0,8.0,2273104.0,27548.0,2549000.0,Los Angeles
27180,3,2.0,1506.0,7.0,5.0,9.0,936360.0,12455.0,999000.0,San Jose
27188,3,2.0,1000.0,6.0,3.0,7.0,568849.0,6966.0,1195000.0,Sunnyvale
27193,3,2.0,1456.0,8.0,7.0,8.0,117409.0,2532.0,1199000.0,Culver City
27194,3,1.0,1180.0,6.0,5.0,8.0,248051.0,2941.0,510000.0,Boulder Creek
27208,6,3.0,3031.0,9.0,9.0,10.0,2090050.0,25885.0,3500000.0,Saratoga
27214,3,2.0,1388.0,6.0,5.0,6.0,761084.0,10159.0,1075000.0,San Jose
27216,3,2.0,1566.0,6.0,4.0,5.0,786515.0,10870.0,1298000.0,San Jose
27218,3,2.0,1177.0,9.0,8.0,7.0,717744.0,9442.0,1195000.0,San Francisco
27222,3,2.0,1494.0,9.0,8.0,10.0,540303.0,7132.0,1190000.0,San Francisco
27230,4,3.0,1560.0,5.0,5.0,6.0,616488.0,8412.0,599990.0,San Jose
27233,4,5.0,3642.0,5.0,6.0,7.0,1432631.0,16146.0,2250000.0,Santa Cruz
27236,3,3.0,1772.0,6.0,6.0,6.0,644303.0,9467.0,1168000.0,San Jose
27239,4,3.0,2040.0,9.0,6.0,8.0,997511.0,12211.0,6850.0,Los Angeles
27243,2,1.0,1374.0,4.0,4.0,3.0,461552.0,6609.0,889500.0,San Jose
27253,3,2.0,1001.0,5.0,2.0,6.0,771217.0,9363.0,999000.0,Culver City
27261,3,3.0,2030.0,5.0,7.0,5.0,996540.0,12019.0,1058000.0,South San Francisco
27262,3,2.0,1323.0,7.0,7.0,9.0,439303.0,6803.0,1628000.0,San Jose
27263,4,2.0,1923.0,5.0,8.0,8.0,2435471.0,29323.0,2688000.0,Sunnyvale
27270,2,2.0,1034.0,5.0,2.0,2.0,748000.0,9140.0,849999.0,Los Angeles
27271,4,4.0,3498.0,2.0,7.0,7.0,2200752.0,26826.0,2799000.0,Los Angeles
27272,4,2.0,1360.0,9.0,9.0,9.0,887691.0,11405.0,2585000.0,Palo Alto
27273,3,4.0,1790.0,6.0,7.0,5.0,696336.0,9779.0,695000.0,Sacramento
27277,3,5.0,3250.0,2.0,5.0,4.0,2539154.0,30761.0,3495000.0,Los Angeles
27280,4,2.0,2000.0,8.0,7.0,8.0,115474.0,2787.0,1499000.0,San Jose
27281,4,3.0,2029.0,7.0,5.0,6.0,94711.0,1187.0,1100000.0,Santa Clara
27291,2,2.0,1152.0,4.0,6.0,7.0,729300.0,8462.0,975000.0,Santa Cruz
27293,4,3.0,1468.0,6.0,3.0,7.0,241947.0,3031.0,1249000.0,Sunnyvale
27300,3,2.0,1504.0,7.0,6.0,7.0,395517.0,6347.0,1298000.0,San Jose
27304,3,2.0,1352.0,6.0,5.0,6.0,254292.0,3072.0,1198000.0,Santa Clara
27310,3,2.0,1450.0,9.0,8.0,10.0,237705.0,2876.0,1095000.0,San Francisco
27316,5,3.0,1772.0,7.0,6.0,6.0,804692.0,11326.0,1170000.0,San Jose
27319,4,2.0,1850.0,2.0,3.0,5.0,581373.0,7624.0,899000.0,San Francisco
27320,4,2.0,1408.0,4.0,5.0,7.0,1148010.0,13020.0,1125000.0,San Jose
27321,4,3.0,2925.0,6.0,4.0,5.0,1976735.0,24481.0,1895000.0,San Francisco
27328,3,3.0,2022.0,2.0,3.0,4.0,610000.0,7687.0,1249000.0,Los Angeles
27334,4,2.0,2881.0,7.0,7.0,9.0,205731.0,3378.0,4400000.0,Palo Alto
27336,3,1.0,1324.0,6.0,5.0,6.0,31839.0,442.0,718000.0,Santa Clara
27341,4,3.0,2290.0,6.0,5.0,6.0,1145815.0,13636.0,1798880.0,Santa Clara
27342,4,1.0,1710.0,4.0,4.0,4.0,340871.0,4368.0,849900.0,Los Angeles
27343,4,2.0,1906.0,7.0,7.0,9.0,109530.0,1474.0,1099000.0,Milpitas
27348,3,2.0,1973.0,6.0,7.0,8.0,1045732.0,12737.0,1849000.0,Culver City
27352,4,3.0,1901.0,3.0,5.0,6.0,1619760.0,20232.0,1650000.0,San Jose
27353,2,2.0,909.0,4.0,4.0,6.0,666927.0,8166.0,999000.0,Los Angeles
27356,4,3.0,2504.0,5.0,5.0,6.0,1654725.0,20494.0,1985000.0,San Jose
27357,4,3.0,1393.0,5.0,3.0,4.0,752000.0,11062.0,749900.0,San Jose
27369,4,3.0,2100.0,8.0,7.0,7.0,1936704.0,21834.0,2250000.0,San Mateo
27371,4,3.0,1724.0,2.0,5.0,5.0,101976.0,1305.0,879000.0,Morgan Hill
27372,2,2.0,1348.0,7.0,3.0,7.0,1186850.0,14404.0,1365000.0,Los Angeles
27375,2,1.0,1247.0,4.0,3.0,6.0,984270.0,11940.0,1190000.0,Los Angeles
27377,4,3.0,2050.0,7.0,6.0,6.0,812221.0,10687.0,735000.0,Santa Cruz
27378,3,3.0,1911.0,8.0,7.0,8.0,1566415.0,21200.0,2250000.0,Larkspur
27382,3,2.0,1424.0,3.0,5.0,5.0,96493.0,1259.0,719000.0,Gilroy
27387,4,2.0,1700.0,7.0,6.0,7.0,1042829.0,11922.0,1175000.0,Santa Cruz
27401,3,1.0,1000.0,2.0,6.0,7.0,647364.0,8483.0,1065000.0,San Mateo
27405,4,2.0,1989.0,7.0,9.0,9.0,862662.0,10423.0,1289000.0,Milpitas
27410,3,3.0,2400.0,3.0,2.0,2.0,111361.0,1939.0,759900.0,Inglewood
27411,4,3.0,2170.0,10.0,9.0,6.0,1861500.0,22407.0,2069000.0,San Carlos
27412,3,2.0,1491.0,6.0,2.0,6.0,82662.0,1146.0,988000.0,Los Angeles
27416,3,2.0,1120.0,6.0,5.0,7.0,1071000.0,12114.0,1198000.0,South San Francisco
27417,4,4.0,2371.0,7.0,6.0,4.0,312261.0,3318.0,339000.0,Winton
27420,4,2.0,1626.0,7.0,4.0,4.0,131009.0,1614.0,259900.0,McFarland
27421,3,2.0,1445.0,3.0,4.0,3.0,77202.0,2219.0,895000.0,San Jose
27422,3,2.0,660.0,2.0,4.0,4.0,51000.0,679.0,229000.0,McFarland
27425,3,1.0,1134.0,4.0,2.0,5.0,200666.0,2314.0,499000.0,Castroville
27426,3,2.0,1059.0,8.0,7.0,7.0,54794.0,1147.0,635000.0,Midway City
27431,4,2.0,1516.0,4.0,4.0,5.0,507516.0,7497.0,998000.0,San Jose
27440,4,3.0,2252.0,9.0,9.0,10.0,124156.0,2347.0,2588000.0,Los Gatos
27441,3,3.0,1440.0,3.0,5.0,7.0,742791.0,8467.0,799999.0,Morgan Hill
27443,3,2.0,1161.0,7.0,5.0,3.0,318689.0,5686.0,509999.0,Compton
27445,4,2.0,1956.0,8.0,7.0,8.0,1011044.0,14091.0,1480000.0,San Jose
27451,2,1.0,622.0,3.0,2.0,2.0,294418.0,3621.0,375000.0,Los Angeles
27452,4,4.0,3575.0,2.0,5.0,7.0,1156659.0,13362.0,1900000.0,Morgan Hill
27453,5,5.0,2700.0,6.0,7.0,7.0,416096.0,5361.0,2399000.0,Los Angeles
27454,2,1.0,1012.0,7.0,3.0,7.0,441090.0,4568.0,535000.0,Silverado
27457,3,2.0,1095.0,7.0,6.0,7.0,79165.0,1079.0,1395000.0,Santa Clara
27464,3,2.0,1242.0,6.0,5.0,3.0,285822.0,5116.0,424900.0,Compton
27465,4,2.0,1252.0,6.0,7.0,8.0,254713.0,4531.0,1130000.0,San Jose
27466,3,3.0,2200.0,8.0,7.0,8.0,1539810.0,19701.0,1749000.0,Culver City
27467,2,2.0,1520.0,8.0,8.0,7.0,88307.0,1638.0,2350000.0,Menlo Park
27469,3,2.0,2260.0,4.0,4.0,7.0,535806.0,5686.0,474950.0,El Dorado
27482,2,2.0,1346.0,7.0,6.0,7.0,59292.0,769.0,865000.0,Santa Cruz
27486,3,2.0,2379.0,7.0,3.0,4.0,327511.0,4115.0,497000.0,Mather
27497,9,11.0,13150.0,8.0,7.0,7.0,879131.0,12514.0,10500000.0,Los Angeles
27500,4,2.0,2335.0,8.0,6.0,5.0,1555796.0,19436.0,1998888.0,San Francisco
27501,3,2.0,1430.0,4.0,3.0,4.0,183617.0,3309.0,949000.0,San Jose
27503,3,2.0,1725.0,6.0,4.0,7.0,50401.0,1001.0,125000.0,Inyokern
27504,2,2.0,1435.0,9.0,3.0,7.0,427582.0,5337.0,1450000.0,Los Angeles
27505,4,3.0,1509.0,7.0,7.0,9.0,255242.0,4439.0,999998.0,San Jose
27511,3,2.0,1194.0,5.0,6.0,7.0,732628.0,8740.0,1299000.0,Santa Clara
27514,2,2.0,952.0,4.0,5.0,4.0,28181.0,512.0,680000.0,Los Angeles
27515,5,3.0,3194.0,7.0,9.0,8.0,972358.0,12955.0,2684000.0,Los Gatos
27526,3,2.0,1000.0,6.0,3.0,7.0,207543.0,2626.0,1299000.0,Sunnyvale
27527,4,5.0,3666.0,6.0,2.0,6.0,1656550.0,20283.0,2988000.0,Playa Vista
27529,3,3.0,1722.0,7.0,3.0,7.0,1713848.0,20897.0,1899000.0,Los Angeles
27532,4,2.0,1321.0,3.0,4.0,2.0,357151.0,4933.0,599000.0,Los Angeles
27533,5,6.0,4111.0,8.0,7.0,7.0,2759139.0,33576.0,2999999.0,Los Angeles
27537,3,1.0,1060.0,7.0,6.0,6.0,519992.0,6864.0,725000.0,Santa Cruz
27543,4,5.0,2813.0,4.0,7.0,6.0,1160000.0,14179.0,2595000.0,Los Angeles
27552,4,3.0,3089.0,6.0,3.0,6.0,1755918.0,21500.0,1995000.0,Los Angeles
27555,3,2.0,1154.0,4.0,3.0,7.0,66695.0,966.0,1288000.0,Sunnyvale
27558,4,3.0,2048.0,3.0,4.0,2.0,504409.0,6428.0,639900.0,Los Angeles
27561,2,2.0,1494.0,2.0,3.0,4.0,1126548.0,13751.0,875000.0,Watsonville
27568,4,2.0,1411.0,3.0,4.0,3.0,590242.0,8188.0,835000.0,San Jose
27573,2,2.0,1905.0,5.0,6.0,5.0,164531.0,2393.0,275000.0,Tubac
27577,4,3.0,1979.0,4.0,2.0,4.0,131734.0,1464.0,335950.0,Gustine
27579,3,2.0,1420.0,5.0,3.0,6.0,85339.0,603.0,139000.0,Nogales
27580,4,2.0,2000.0,8.0,9.0,9.0,768659.0,9234.0,1239888.0,Milpitas
27583,3,3.0,2354.0,2.0,3.0,7.0,1597117.0,19305.0,1649000.0,Los Angeles
27584,4,4.0,2333.0,7.0,5.0,5.0,624915.0,8028.0,559900.0,Gilroy
27588,2,2.0,1432.0,7.0,8.0,8.0,809065.0,9705.0,779000.0,Scotts Valley
27592,4,2.0,1157.0,4.0,5.0,6.0,205846.0,2641.0,619000.0,Gilroy
27598,3,2.0,1725.0,8.0,8.0,8.0,813814.0,12985.0,689000.0,Fairfax
27606,4,2.0,1849.0,8.0,8.0,7.0,370769.0,4811.0,1988000.0,Sunnyvale
27609,5,3.0,3336.0,6.0,3.0,4.0,745135.0,8227.0,550000.0,Forest Falls
27611,5,3.0,2294.0,4.0,4.0,4.0,777184.0,9648.0,775000.0,Los Angeles
27612,3,2.0,1480.0,5.0,4.0,7.0,1486751.0,17889.0,1689000.0,San Mateo
27614,2,1.0,960.0,5.0,6.0,7.0,650560.0,8153.0,999000.0,Capitola
27619,3,2.0,1600.0,4.0,4.0,4.0,155000.0,1936.0,257000.0,Bodfish
27623,3,2.0,1290.0,7.0,9.0,9.0,924670.0,11070.0,1050000.0,Milpitas
27624,3,1.0,1115.0,9.0,8.0,7.0,71983.0,1603.0,1198000.0,San Francisco
27625,3,2.0,1946.0,8.0,6.0,8.0,1263775.0,15433.0,1795000.0,Dodgertown
27629,2,1.0,756.0,6.0,3.0,5.0,482354.0,6571.0,795000.0,San Francisco
27633,4,3.0,2064.0,8.0,5.0,8.0,528143.0,5972.0,898000.0,Ben Lomond
27638,2,1.0,1172.0,5.0,6.0,7.0,100108.0,1442.0,759000.0,Santa Cruz
27640,2,1.0,1253.0,3.0,3.0,4.0,47114.0,899.0,137000.0,Lamont
27642,3,2.0,1200.0,4.0,3.0,5.0,734516.0,9786.0,1300000.0,Santa Clara
27643,6,7.0,5165.0,4.0,3.0,7.0,2736024.0,33347.0,5728800.0,Los Angeles
27646,2,2.0,1367.0,7.0,4.0,6.0,588831.0,7269.0,1345000.0,Los Angeles
27647,2,1.0,782.0,3.0,2.0,2.0,162564.0,2086.0,499000.0,Los Angeles
27650,3,3.0,2036.0,6.0,4.0,5.0,1130000.0,14333.0,1699000.0,San Francisco
27653,4,3.0,1863.0,3.0,4.0,2.0,622200.0,7776.0,779900.0,Los Angeles
27654,3,2.0,1381.0,6.0,7.0,8.0,856309.0,11714.0,739000.0,San Jose
27668,3,2.0,1492.0,4.0,5.0,6.0,528232.0,5863.0,1475000.0,Redwood City
27670,3,2.0,1286.0,6.0,2.0,6.0,806015.0,9783.0,1499999.0,Los Angeles
27672,4,2.0,1640.0,4.0,5.0,4.0,415691.0,6157.0,1050000.0,San Jose
27676,4,1.0,1352.0,4.0,3.0,4.0,54870.0,1683.0,799000.0,San Jose
27682,3,2.0,1238.0,4.0,4.0,7.0,295123.0,3144.0,369000.0,Diamond Springs
27692,4,2.0,1514.0,6.0,3.0,7.0,63697.0,930.0,1088000.0,Sunnyvale
27694,3,1.0,1138.0,6.0,3.0,7.0,82442.0,1233.0,1295000.0,Los Angeles
27698,4,2.0,2560.0,9.0,8.0,8.0,116343.0,1484.0,2475000.0,Sunnyvale
27706,4,3.0,2098.0,7.0,4.0,6.0,910162.0,11107.0,1670000.0,Los Angeles
27707,3,2.0,1338.0,9.0,9.0,9.0,3417000.0,41133.0,3250000.0,Palo Alto
27711,4,4.0,2276.0,4.0,3.0,4.0,1120980.0,13681.0,1294000.0,Los Angeles
27717,6,6.0,7000.0,8.0,7.0,7.0,870000.0,11197.0,7199500.0,Los Angeles
27719,3,2.0,1262.0,4.0,4.0,5.0,178600.0,2688.0,230000.0,Edison
27722,3,2.0,1721.0,5.0,6.0,5.0,125495.0,1157.0,0.0,Rio Rico
27725,4,3.0,3188.0,6.0,5.0,5.0,1264086.0,14225.0,1499999.0,Morgan Hill
27738,6,4.0,2500.0,3.0,5.0,7.0,311103.0,3556.0,1089900.0,Morgan Hill
27757,4,3.0,3191.0,7.0,5.0,5.0,746523.0,9477.0,1175000.0,Gilroy
27760,5,6.0,4150.0,2.0,7.0,7.0,1960558.0,24055.0,3095000.0,Los Angeles
27761,2,1.0,666.0,5.0,5.0,3.0,316200.0,4288.0,0.0,Compton
27762,2,2.0,984.0,8.0,5.0,8.0,339587.0,4581.0,455000.0,Felton
27763,3,3.0,2251.0,7.0,8.0,8.0,1171021.0,13390.0,1248000.0,Los Gatos
27769,4,4.0,2871.0,2.0,3.0,7.0,676231.0,8373.0,1775000.0,Los Angeles
27772,3,2.0,2152.0,8.0,5.0,8.0,538217.0,6854.0,945000.0,Felton
27775,3,2.0,1666.0,8.0,8.0,7.0,86347.0,1825.0,799950.0,San Francisco
27777,3,2.0,1711.0,4.0,3.0,6.0,941987.0,11507.0,1225000.0,Los Angeles
27778,3,2.0,1279.0,5.0,3.0,2.0,264000.0,3353.0,599999.0,Los Angeles
27783,2,1.0,1444.0,7.0,7.0,6.0,131818.0,1778.0,1900000.0,Los Angeles
27787,3,1.0,1020.0,6.0,5.0,3.0,387339.0,6783.0,474900.0,Compton
27789,3,3.0,2194.0,6.0,5.0,4.0,918437.0,12007.0,1296000.0,San Jose
27794,3,3.0,2155.0,9.0,7.0,6.0,822613.0,10155.0,2095000.0,Los Angeles
27797,3,3.0,1325.0,7.0,9.0,9.0,694002.0,8355.0,1099000.0,Milpitas
27805,4,2.0,1498.0,8.0,8.0,9.0,348799.0,5309.0,1795000.0,Cupertino
27807,4,2.0,1294.0,5.0,3.0,4.0,624240.0,8872.0,880000.0,San Jose
27808,5,4.0,4071.0,6.0,7.0,8.0,668000.0,7435.0,839900.0,Rescue
27809,2,1.0,648.0,3.0,3.0,3.0,94654.0,1067.0,333000.0,Gonzales
27810,3,2.0,1419.0,2.0,5.0,4.0,385022.0,4939.0,665000.0,Los Angeles
27819,4,3.0,3500.0,9.0,3.0,6.0,1578913.0,19350.0,2395000.0,Los Angeles
27824,3,1.0,1200.0,9.0,9.0,10.0,731883.0,8692.0,1298000.0,Los Gatos
27828,2,2.0,1032.0,8.0,6.0,8.0,988359.0,12102.0,1499000.0,Los Angeles
27833,3,2.0,1320.0,3.0,2.0,6.0,189690.0,1943.0,230000.0,Dos Palos
27834,7,6.0,6166.0,8.0,7.0,8.0,819069.0,11416.0,3650000.0,Culver City
27839,3,1.0,1121.0,3.0,2.0,6.0,133339.0,1372.0,235000.0,Dos Palos
27845,3,2.0,1840.0,10.0,9.0,6.0,504408.0,7129.0,1998500.0,San Carlos
27846,3,2.0,1530.0,8.0,7.0,8.0,1461761.0,17303.0,1495000.0,Culver City
27848,2,1.0,880.0,4.0,4.0,6.0,521990.0,6470.0,825000.0,Los Angeles
27850,3,2.0,1510.0,5.0,5.0,5.0,520706.0,6255.0,900000.0,South San Francisco
27851,3,2.0,1535.0,6.0,6.0,7.0,1500000.0,17940.0,1689000.0,Sunnyvale
27855,5,6.0,5923.0,8.0,6.0,8.0,1889584.0,23497.0,5999000.0,Los Angeles
27858,2,2.0,1711.0,7.0,3.0,7.0,1599435.0,19466.0,1799000.0,Los Angeles
27862,3,2.0,1361.0,5.0,4.0,6.0,318499.0,4093.0,520000.0,Hawaiian Gardens
27866,4,3.0,1829.0,5.0,6.0,8.0,712673.0,8681.0,850000.0,Artesia
27867,2,2.0,1603.0,6.0,3.0,6.0,1487772.0,18118.0,1549000.0,Los Angeles
27871,4,3.0,1962.0,8.0,6.0,10.0,364124.0,5020.0,1695000.0,San Francisco
27873,3,2.0,1503.0,6.0,9.0,10.0,735037.0,8922.0,1149000.0,Los Gatos
27883,4,3.0,2302.0,3.0,7.0,4.0,611733.0,7607.0,1325000.0,Los Angeles
27885,3,3.0,1760.0,6.0,5.0,4.0,14569.0,248.0,1088800.0,Los Angeles
27903,3,2.0,1575.0,8.0,7.0,10.0,522524.0,6289.0,1295000.0,San Francisco
27917,3,2.0,1775.0,7.0,8.0,8.0,113583.0,1518.0,1299000.0,Scotts Valley
27918,2,1.0,828.0,5.0,2.0,3.0,312119.0,4265.0,398900.0,Compton
27919,4,3.0,2392.0,4.0,4.0,7.0,523566.0,5484.0,620000.0,Diamond Springs
27922,3,2.0,1142.0,2.0,5.0,4.0,442657.0,5557.0,675000.0,Los Angeles
27928,4,4.0,2883.0,6.0,3.0,6.0,1576372.0,19439.0,3299000.0,Los Angeles
27930,4,3.0,2412.0,5.0,5.0,7.0,274026.0,2907.0,499000.0,Fiddletown
27933,4,3.0,2300.0,8.0,9.0,3.0,1652520.0,20647.0,2680000.0,San Francisco
27938,4,3.0,2576.0,5.0,3.0,3.0,398773.0,5166.0,725000.0,Los Angeles
27940,2,1.0,1270.0,8.0,7.0,7.0,1350000.0,16290.0,1259000.0,San Francisco
27942,3,2.0,1504.0,6.0,7.0,8.0,334982.0,6069.0,1199000.0,San Jose
27944,4,2.0,1889.0,7.0,6.0,7.0,507260.0,8220.0,1648888.0,San Jose
27956,4,4.0,1950.0,8.0,6.0,7.0,550249.0,6661.0,2149000.0,Santa Clara
27959,3,2.0,1450.0,10.0,9.0,6.0,562740.0,7786.0,1798000.0,San Carlos
27963,0,0.0,6316.0,6.0,3.0,6.0,680886.0,9300.0,2499000.0,Los Angeles
27964,3,2.0,2220.0,8.0,9.0,3.0,100647.0,2048.0,1700000.0,San Francisco
27965,3,2.0,1377.0,6.0,3.0,6.0,806199.0,9851.0,1448000.0,Los Angeles
27967,3,2.0,1338.0,9.0,8.0,8.0,93739.0,1066.0,1799000.0,Sunnyvale
27969,3,2.0,1305.0,6.0,7.0,6.0,396080.0,6738.0,1198000.0,San Jose
27971,3,1.0,1214.0,9.0,7.0,6.0,95227.0,1358.0,1500000.0,Los Angeles
27978,3,2.0,2208.0,2.0,3.0,7.0,1275000.0,15695.0,2349000.0,Los Angeles
27983,3,2.0,1734.0,6.0,8.0,9.0,81882.0,847.0,575000.0,Wilton
27985,3,2.0,1220.0,3.0,5.0,7.0,822078.0,9354.0,850000.0,Morgan Hill
27988,3,1.0,1297.0,5.0,4.0,5.0,745390.0,10310.0,1175000.0,Santa Clara
27989,3,1.0,1175.0,6.0,2.0,6.0,351655.0,4480.0,1300000.0,Los Angeles
27993,3,2.0,1107.0,5.0,4.0,5.0,151891.0,1755.0,287501.0,Delhi
27998,4,3.0,2464.0,8.0,5.0,6.0,89732.0,2282.0,1499999.0,San Jose
28001,4,3.0,1956.0,9.0,7.0,7.0,382167.0,4908.0,549000.0,Norden
28002,2,2.0,1557.0,4.0,3.0,5.0,70714.0,2206.0,1070000.0,San Jose
28006,3,1.0,1316.0,7.0,5.0,3.0,43660.0,1159.0,475000.0,Compton
28010,5,3.0,2228.0,6.0,3.0,6.0,1330671.0,16239.0,2149000.0,Los Angeles
28013,4,2.0,1353.0,3.0,4.0,4.0,108993.0,2847.0,775000.0,San Jose
28021,3,2.0,2685.0,5.0,6.0,5.0,279317.0,2395.0,445000.0,Rio Rico
28023,2,2.0,1235.0,8.0,8.0,7.0,675389.0,8255.0,1095000.0,San Francisco
28036,3,1.0,875.0,2.0,3.0,5.0,151421.0,2471.0,649000.0,San Francisco
28040,4,2.0,1540.0,6.0,5.0,7.0,97097.0,1745.0,1224000.0,South San Francisco
28041,3,1.0,994.0,5.0,6.0,7.0,56139.0,806.0,1098888.0,Santa Clara
28042,2,1.0,1240.0,7.0,4.0,6.0,315696.0,3990.0,1299000.0,Los Angeles
28043,3,2.0,1539.0,8.0,2.0,6.0,1351500.0,16312.0,1369900.0,Culver City
28052,4,4.0,2140.0,9.0,9.0,8.0,1485690.0,20035.0,1499888.0,San Jose
28057,3,2.0,2152.0,8.0,9.0,9.0,2702347.0,32685.0,3599000.0,Palo Alto
28060,3,2.0,1008.0,3.0,5.0,6.0,503328.0,7565.0,785888.0,San Jose
28062,3,3.0,1698.0,8.0,6.0,8.0,304538.0,3829.0,1649000.0,Dodgertown
28064,3,2.0,1603.0,9.0,8.0,8.0,1895390.0,22921.0,1968000.0,Sunnyvale
28065,3,2.0,1792.0,5.0,6.0,7.0,1300000.0,14416.0,1485000.0,Soquel
28066,5,4.0,4071.0,6.0,7.0,8.0,717650.0,7964.0,899000.0,Rescue
28067,3,3.0,1972.0,7.0,3.0,6.0,3749060.0,45639.0,1450000.0,Los Angeles
28071,3,3.0,1548.0,6.0,3.0,6.0,981164.0,12072.0,1880000.0,Los Angeles
28073,4,5.0,6000.0,4.0,3.0,6.0,7746817.0,93753.0,6750000.0,Los Angeles
28076,2,1.0,1550.0,8.0,8.0,7.0,1326000.0,16782.0,1088888.0,San Francisco
28080,3,1.0,1000.0,8.0,7.0,7.0,77613.0,1720.0,1199000.0,San Francisco
28086,2,1.0,816.0,5.0,2.0,3.0,23927.0,438.0,385000.0,Los Angeles
28094,3,2.0,1660.0,8.0,8.0,7.0,278122.0,4914.0,2198000.0,Menlo Park
28097,3,2.0,1712.0,3.0,3.0,3.0,254470.0,3235.0,499700.0,Gonzales
28098,3,2.0,1356.0,9.0,9.0,9.0,409675.0,5778.0,2495000.0,Palo Alto
28101,2,1.0,849.0,5.0,6.0,7.0,556217.0,6475.0,739000.0,Santa Cruz
28102,3,2.0,1488.0,6.0,3.0,4.0,227075.0,4724.0,555000.0,Compton
28105,4,2.0,1867.0,7.0,9.0,9.0,449671.0,5560.0,1289000.0,Milpitas
28107,3,3.0,1509.0,6.0,6.0,6.0,1098666.0,15098.0,1280000.0,San Jose
28108,3,5.0,3225.0,8.0,7.0,8.0,2774153.0,35225.0,3495000.0,Larkspur
28110,3,5.0,4501.0,9.0,3.0,7.0,1657676.0,20313.0,5995000.0,West Hollywood
28113,3,2.0,1616.0,4.0,7.0,7.0,1288614.0,15756.0,1850000.0,Los Angeles
28115,3,2.0,1228.0,5.0,5.0,4.0,765734.0,9349.0,799000.0,Los Angeles
28117,2,3.0,1618.0,5.0,7.0,5.0,314646.0,4565.0,602990.0,Sacramento
28121,2,1.0,832.0,5.0,3.0,3.0,165525.0,3225.0,390000.0,Compton
28128,3,2.0,1505.0,4.0,4.0,5.0,158433.0,1795.0,250000.0,Delhi
28131,5,4.0,5706.0,8.0,7.0,7.0,2933904.0,36128.0,5250000.0,Los Angeles
28132,3,2.0,1407.0,3.0,8.0,8.0,324635.0,5474.0,1079000.0,San Jose
28133,5,4.0,2451.0,6.0,5.0,4.0,973781.0,12570.0,1198888.0,San Jose
28135,4,2.0,1976.0,9.0,8.0,8.0,108317.0,1306.0,2298000.0,Sunnyvale
28138,5,8.0,7139.0,8.0,8.0,7.0,4376200.0,50171.0,12600000.0,Atherton
28140,4,3.0,2252.0,9.0,8.0,8.0,418567.0,5134.0,830000.0,Brea
28142,3,3.0,2844.0,7.0,4.0,6.0,701999.0,8447.0,689000.0,Woodbridge
28143,4,3.0,1827.0,5.0,5.0,7.0,1033000.0,13767.0,1088000.0,San Jose
28146,3,3.0,1622.0,7.0,5.0,6.0,633785.0,7658.0,1099000.0,Santa Clara
28151,4,2.0,1620.0,5.0,5.0,6.0,74303.0,2184.0,1388000.0,San Jose
28153,3,2.0,1879.0,4.0,3.0,4.0,775200.0,9739.0,895000.0,Pioneertown
28154,6,4.0,3215.0,9.0,8.0,8.0,275694.0,4290.0,3200000.0,Los Altos
28157,3,2.0,1320.0,4.0,6.0,3.0,167064.0,2219.0,550000.0,Los Angeles
28158,4,6.0,5756.0,9.0,8.0,8.0,3693420.0,49389.0,1753000.0,San Jose
28164,3,2.0,2008.0,7.0,6.0,7.0,1020881.0,14288.0,1440000.0,San Jose
28168,5,6.0,4461.0,8.0,6.0,8.0,1912500.0,23029.0,4195000.0,Los Angeles
28170,4,4.0,4014.0,9.0,3.0,7.0,1673001.0,20736.0,6250000.0,West Hollywood
28174,3,3.0,2388.0,8.0,6.0,5.0,645570.0,8443.0,1970000.0,San Francisco
28177,4,3.0,2352.0,4.0,2.0,4.0,253028.0,3381.0,385000.0,Gustine
28180,3,3.0,1424.0,2.0,2.0,3.0,253362.0,2992.0,699000.0,Watsonville
28184,4,3.0,2094.0,9.0,8.0,8.0,984128.0,14809.0,1499800.0,San Jose
28186,5,2.0,2120.0,9.0,9.0,10.0,115753.0,2134.0,2600000.0,Saratoga
